SMILES,SPLIT
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)Nc1cnccc1C,train
Cc1cnc(NC(=O)Cc2ccc(F)c(F)c2)s1,train
CC1CCC(N(C(=O)Cn2cc(Br)cn2)C2CC2)CC1,train
CNC(=O)OCCc1ccc2c3c(cccc13)CC2,train
COC(=O)C(O)c1ccc2c(c1)N(C)C(=O)CO2,train
CC(NC(=O)c1ccc(NC(=O)C2CC2)cc1)c1ccc(F)cc1F,train
CCCN1C(=O)c2ccc(Cl)cc2NC1c1cccc(O)c1,train
COc1cc2c(cc1OC)C(c1ccc(C)s1)CC(=O)N2,train
COc1cc(CC(C#N)N2CCCCC2)cc(OC)c1OC,train
CCn1c(=O)c2sccc2n(CC(=O)N2CCCCC2)c1=O,train
CN(CCc1cn[nH]c1)C(=O)C1Oc2ccccc2O1,train
Cc1ccccc1CS(=O)(=O)c1ccc(N)cc1,train
COc1cc(C)c(NC(=O)c2ccc(-n3cncn3)nc2)cc1OC,train
Cc1cc2c(cnc3ncnn32)c(=O)n1-c1cc(Cl)ccc1Cl,train
Cc1cc(C)c(NC(=O)N2CCCC2c2c(C)n[nH]c2C)c(C)c1,train
Cc1occc1C(=O)Nc1nc2ccccc2nc1N1CCCC1,train
CCCCCn1c(N(C)C)nc2c1c(=O)[nH]c(=O)n2C,train
COc1cccc(C(=O)Nc2nnc(C(C)c3ccccc3)s2)c1,train
CN1CCN(C(=O)c2n[nH]c3c2CCCC3)CC12CCNC(=O)CC2,train
Cc1nn(CC(=O)Oc2cccc(C(=O)NC3CC3)c2)c(C)c1Cl,train
CN1CCOc2ccc(S(=O)(=O)NCc3cccs3)cc21,train
CCN(Cc1ccc(OC)cc1)C(=O)c1cc(OC)ccc1O,train
C=C(C)CN(CC)C(=O)COc1cccc(-c2nnco2)c1,train
COCC(=O)N1CCCCC1c1n[nH]cc1-c1ccnc(N)c1,train
Cc1cccc(NS(=O)(=O)Cc2ccc(F)cc2)c1,train
O=C1CC(C(=O)N2CC3CCC2C3)CN1c1nccs1,train
CC(CC(=O)OCc1ccccc1)c1ccccc1,train
COc1ccc(-n2ccc3c(c(C)nc4ncnn43)c2=O)cc1,train
Cc1nc2cc(NC(=O)c3cccc(Oc4cnccn4)c3)ccc2o1,train
Cc1nc(SCC(=O)Nc2sccc2C(N)=O)nc(C)c1C,train
COC(=O)C(C)NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O,train
CCOC(=O)Cn1cnc2sc(C)c(-c3ccccc3)c2c1=O,train
CC(NC(=O)C1CC(=O)N(c2ccccc2F)C1)c1cccs1,train
COc1ccc(C)nc1NC(=O)NCCn1cc(C)cn1,train
COc1ccc(NC(=O)NCc2cccs2)cc1C,train
O=C(Cn1nc2ncccn2c1=O)N1CCN(c2ccccc2)CC1,train
Cc1nc(C)c(C(=O)NCC#Cc2ccc(C(=O)N(C)C)cc2)s1,train
COC(=O)c1c[nH]nc1S(=O)(=O)N(C)c1ccc(C)cc1,train
COC(=O)c1nn(Cc2cccc(C)c2)c(=O)c2ccccc12,train
CCCCc1cn(CC2CCN(C(=O)c3cccnc3)CC2)nn1,train
O=C1CC(c2ccc(S(=O)(=O)NC3CC3)cc2)CN1,train
COc1ccc(F)cc1NC(=O)Nc1cccc(NC(C)=O)c1,train
CCc1ccc(N2CC(C(=O)N3CCN(C(C)=O)CC3)CC2=O)cc1,train
COc1ccc(CC(C)(O)CNC(=O)C2CCC2)cc1,train
CC(C)COC(C)C(=O)Nc1cccc(C(=O)N(C)C)c1,train
CS(=O)(=O)N1CCC(Oc2ccc(-c3ccsc3)cc2)CC1,train
COc1ccccc1CC(=O)OCC(=O)Nc1cccc(F)c1,train
Cc1ccc(C(=O)NCc2cn(-c3ccc(F)cc3)nc2C)c(=O)[nH]1,train
Cc1ccc(C(=O)NCC(O)c2ccc(F)c(C)c2)cc1C,train
CNS(=O)(=O)c1cc(C(=O)Nc2nc3ccccc3[nH]2)n(C)c1,train
Nc1ccccc1-c1csc(-c2cccnc2)n1,train
CCc1nnsc1C(=O)N1CCc2sccc2C1,train
O=c1c2ccccc2cnn1Cc1cc(-c2ccc(F)cc2)no1,train
CC(C)CS(=O)(=O)N1CCC(Nc2ncccc2F)CC1,train
CC(=O)NCc1ccc(C(=O)NCCNC(=O)c2cccnc2)cc1,train
Cc1cccc(C2CC2C(=O)Nc2n[nH]c3c2c(C)nn3C)c1,train
CCc1cccc(OC(=O)Cn2ncc(=O)c3ccccc32)c1,train
O=C(Nc1nc2c(s1)CN(C(=O)C1CC1)CC2)NC1CCCC1,train
COC(=O)c1ccc(C(=O)Nc2nnc(-c3ccsc3)s2)cc1,train
Cc1cccc(CN(C2CC2)S(=O)(=O)c2cccs2)c1,train
CC(C)(C)c1nnc2sc(-c3cccc(N)c3)nn2c1=O,train
CNC(=O)c1cccc(S(=O)(=O)NC2CCCCC2)c1,train
CNC(=O)c1snc(-c2ccc(Cl)cc2)c1N,train
Cc1cc(C)nc(C(C#N)C(=O)CCOc2cccc(C)c2C)n1,train
COc1ccc(S(=O)(=O)CC(=O)N2CCc3ccccc3C2)cc1,train
CCCc1cc(C(=O)NCc2ccc(OC(F)(F)F)cc2)[nH]n1,train
COc1ccc(-c2nn(CC(=O)Nc3cnn(C)n3)cc2C)cc1,train
Cc1ccc(F)c(C(=O)NC2(C#N)CCCCC2)c1,train
CC(C)COC(=O)N1CCCC1C(=O)NC1CCCCCC1,train
COc1ccnc(NC(=O)c2ccc(COc3ccc(F)cc3)o2)c1,train
CCc1nc2ccc(NC(=O)c3ccnn3C(C)C)cc2[nH]1,train
CN(C(=O)CSc1nnc(SCc2ccccc2)n1N)C1CC1,train
CNc1nnc(-c2sc(-c3ccncc3)nc2C)s1,train
O=C(CCn1nnc2ccccc2c1=O)NC1CCCCNC1=O,train
CCCNC(=O)Nc1ccc(Oc2cccc(F)c2)nc1,train
Cc1cnc(C2NCCc3cc(Cl)c(Cl)cc32)cn1,train
COc1c(Cl)c2c(c(OC)c1OC)CNCC21CC1,train
Cc1ccc(C(=O)OCC(=O)Nc2cccc(Cl)c2C)o1,train
O=C(C1CCCC1)N1CCN(Cc2ccn(-c3ccccc3)n2)CC1,train
CCc1nnc(NC(=O)N(CCO)C2CC2)s1,train
COC(=O)c1cccc(OC(=O)Cc2ccccc2F)c1,train
COC(=O)N1CCC(NC(=O)N2CCCC2c2ccccc2)CC1,train
CC(C)CCOc1ccc(C(=O)NCc2ccco2)cc1,train
CN(C)c1nc(N)nc(CSc2nc3ccc(N)cc3s2)n1,train
COC(=O)C1CCN(C(=O)Nc2cc(C)cc3cccnc23)CC1,train
COc1ccc2c(c1)OCC(Cc1ccc(F)c(C(N)=O)c1)C2,train
Cc1noc(C)c1CCC(=O)N(C)Cc1ccccc1,train
COCCNC(=O)CNC(=O)Nc1cccc(N2CCCCCC2)c1,train
CCOc1ccccc1NC1OC(=O)c2c1ccc(OC)c2OC,train
CCc1ccc(NC(=O)COc2ccc[nH]c2=O)cc1,train
CC(C)N(CCO)C(=O)c1cc(Cl)ccc1N,train
O=C(NC1CC1)c1cc(N2CCC(CO)CC2)nc2ccccc12,train
CCOc1c(O)ccc2c1C(C=Cc1ccncc1)NCC2,train
COC(=O)C1=C(NC(=O)NC2CCC(O)CC2)CCC1,train
COc1cc(C)ccc1CNC(=O)N1CCCCC1c1cn[nH]c1,train
Cc1ccc(-c2c(C)sc3ncnc(NCCOCCO)c23)cc1,train
Cc1ccc(C(=O)N2CCN(C3Cc4ccccc4C3O)CC2)o1,train
Cc1nc(CNC(=O)N(CCCO)C2CCc3ccccc32)no1,train
CCC(C)NC(=O)C1CC(=O)N(C)c2ccccc21,train
O=C(NCCn1cnc2ccccc21)C1COCCO1,train
Cc1ccc(C)c(OCCn2c(CO)nc3ccccc32)c1,train
Cc1cc(C(=O)NCCC2=CCCCC2)c2c(C)noc2n1,train
CC(C)c1ncc(CN(CC(=O)N(C)C)CC(F)(F)F)s1,train
O=C(NCc1cn2ccsc2n1)NCc1csc2ccccc12,train
CC(=O)Nc1ccc(OCC(=O)Nc2ccccc2C#N)cc1,train
Cc1nc(NC(=O)Cc2cccc(F)c2)sc1C,train
CNc1nc(CC(=O)c2ccccc2)nc(NC)n1,train
CCOC(=O)N1CCN(C(=O)C23CCC(C)(C(=O)O2)C3(C)C)CC1,train
COc1cc(C)c(Cl)c(C)c1C(O)C(=O)N(C)C,train
COC(=O)c1cccc(CCNC(=O)c2c(C)[nH]c3ccccc23)c1,train
CCn1cc(-c2cc(-c3cc(F)cc(F)c3)nc(N)c2C#N)c(C)n1,train
Cc1cc(C(=O)N2CCN(CC(C)O)CC2)c2c(C3CC3)noc2n1,train
CN(C)c1ncnc(Sc2ccc(Cl)cc2)c1N,train
CCC(CNC(=O)Nc1ccncc1)c1ccccc1,train
COc1cc(CNC(=O)N2CCN(Cc3cc(C)no3)CC2)ccn1,train
Cc1cccc(C(=O)N(Cc2ccc(F)cc2)CC2CCCO2)c1,train
CCOc1ccc(C(=O)NCc2ccncc2CC)cc1C,train
N#CCc1cccc(C(=O)N2CCN(C3CCCC3O)CC2)c1,train
COC(=O)N1CCN(C(=O)c2ccc(C)nc2)CC1,train
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)N2CCC2)cc1,train
CCCn1cc(NC(C)c2ccc(S(C)(=O)=O)cc2)cn1,train
Cc1ccc(C(=O)Cn2c(C)c(C)sc2=O)cc1,train
CCC(C)C(C)NC(=O)c1cc(S(=O)(=O)N2CCCC2)c(C)o1,train
COc1ccc2c(c1)CN(C(=O)NCCCOCC1CC1)CC2,train
Cn1cnnc1SCC(=O)N=c1c2ccccc2[nH]c2ccccc12,train
COCCCNC(=O)C1CCN(C(=O)OC(C)(C)C)C1,train
O=C(NCC1CC1)C1CCN(c2ccc(F)c(Cl)c2)C1=O,train
COc1cc(C)cc(C)c1CCn1nc(C)c(N)c1C,train
c1cc(CNCc2cccnc2-n2cncn2)cc(OC2CCCC2)c1,train
COc1cc(CNC(=O)c2ccc(=O)[nH]c2)ccc1OCC(N)=O,train
CC(C)OC(=O)CN1CCN(c2ccccc2)CC1,train
C=CCNC(=O)NCCCN(C)c1ccccc1F,train
Cc1cc(CNC(=O)c2cc(Cl)ccc2-n2cnnn2)c(C)o1,train
CCc1ccsc1C(=O)NCCCn1nc(C)cc1C,train
N#Cc1ccc(NC(=O)NCc2cccs2)cc1Cl,train
O=C(CNC(=O)c1ccsc1)Nc1nncs1,train
Cc1nc(CNC(=O)c2c[nH]c3c(C)cc(F)cc3c2=O)c(C)s1,train
C=CCN1CCN(C(=O)c2cccnc2)C(C(=O)N2CCCC2)C1,train
Cc1ccc(CNC(=O)c2c(C)[nH]c3ccccc23)cc1,train
Cc1cc(C)c2c(CC(=O)Oc3cccnc3)coc2c1,train
CCCn1c(C)cc2c(c(N)nn2CCO)c1=O,train
Cc1[nH]c(=O)ccc1C(=O)N1CCC(Cn2ccnn2)CC1,train
COc1cc(C(C)NC(=O)Nc2cnn(C)c2)ccc1OCC(C)C,train
CSc1ccc(Cl)cc1NCc1csc(C)n1,train
Cc1ccccc1NC(=O)CSc1nnc(-c2ccccc2)n1N,train
Cc1ccc(S(=O)(=O)CC(C)NC(=O)c2oc(C)cc2C)cc1,train
O=C(CC12CC3CC(CC(C3)C1)C2)NCCc1cccnc1,train
CCC1c2ccccc2CCN1C(=O)Cn1nc2ccccn2c1=O,train
CC(C)C1OCCCC1CNC(=O)c1cn(C)nc1C(C)(C)C,train
Cc1cc(-c2nn3c(-c4ccccn4)nnc3s2)no1,train
Cn1nc2n(c1=O)CC(C(=O)N1CC3C4CCC(O4)C3C1)CC2,train
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)s1,train
O=C(NCC(F)(F)F)c1ccc(OCc2cscn2)cc1,train
O=C(c1ccnc(OC2CCC2)c1)N1CCCC(n2cccn2)C1,train
CC1(C)CC(=O)c2cc(C(=O)N3CCCCC3)c(=O)[nH]c2C1,train
Cc1ccc(CN(CCn2cccn2)C(C)C)s1,train
N#Cc1ccc(S(=O)(=O)Nc2cccc(C#N)c2)cc1,train
OC(CN1CCc2sccc2C1)c1cccc(F)c1,train
CCCCN(CC)C(=O)NCC(C)N1CCOCC1,train
NC(=O)C1CCCN1C(=O)c1cc(-c2ccccn2)nc2ccccc12,train
CCCCN(CCO)C(=O)Nc1ccc(C)c(S(C)(=O)=O)c1,train
CC(=O)Nc1ccc(CO)c(OCc2ccccc2)c1,train
Cc1ccccc1OCCCNC(=O)c1scnc1C1CC1,train
COCC(C)OC(=O)C1CC(=O)Nc2ccccc21,train
CCC(=O)Nc1ccc(O)c(C(=O)N2CCc3ccccc3C2)c1,train
O=C(Nc1cccc(-n2cnnn2)c1)c1ccco1,train
COc1ccc(NC(C)=O)cc1NC(=O)NCc1ccc(C)c(F)c1,train
N#CC1CN(Cc2ccccc2OCc2ccccc2)CCO1,train
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)sc(=O)n3C)c(C)c1,train
COCCN(C)C(=O)Nc1cc(C)nn1Cc1ccccc1,train
Cc1ccccc1OCC(=O)N1CCN(CCc2ccccc2)CC1,train
CCC1CCCN(C(=O)Nc2cccc(S(N)(=O)=O)c2)C1,train
O=C(NCCc1nc2ccccc2o1)c1cccc(Cn2cccn2)c1,train
CCOC(=O)C1(CC)CC(CSc2nc3ccccc3[nH]2)OC1=O,train
Cc1noc(C(C)C)c1C(=O)Nc1ccn(CCc2ccncc2)n1,train
CC(C)n1nnnc1-c1ccc(NC(=O)C2CCOCC2)cc1F,train
CC(C)c1nc(C2CCCN(C(=O)c3nccnc3N)C2)no1,train
Cc1cc(NC(=O)c2ccc(F)cc2Br)no1,train
N#CCCN(CC(=O)NCC1CC1)c1ccccc1,train
CCC(=O)N1CCc2cn(CC(C)C)c3cccc(c23)C1,train
O=C(CSc1ccc2ccccc2n1)N1CCCCC1,train
CCN(CCC(=O)OC)C(=O)c1cc2cc(F)ccc2s1,train
CN(CC1CCCO1)C(=O)NCCNC(=O)C(C)(C)C,train
CN1C(=O)c2ccc(C(=O)NCc3ccccc3)cc2S1(=O)=O,train
CC(C)c1ccc(C(=O)NCCCNS(C)(=O)=O)cc1,train
Cc1ccccc1C(=O)NC(C)c1c(C)noc1C,train
COc1cc2c(cc1C(=O)Nc1ccc(C#N)cc1)OCCCO2,train
Cc1noc(C)c1CC(=O)N1CCN(Cc2cccnc2)CC1,train
CCc1ccc(N(Cc2ccc(C)s2)C(=O)CNC(=O)OC)cc1,train
CC(=O)c1ccccc1NC(=O)Cc1ccc(F)cc1,train
Cn1c(C(=O)NCCc2ccccc2)cc2sccc21,train
O=C(NCCN1CCOCC1)c1ccc(N2CCOCC2)cc1,train
COC(=O)c1ccc(C(=O)Nc2cc(F)c(OC)c(F)c2)cc1,train
CC1CCN(C(=O)c2c(F)cc(Br)cc2F)CC1,train
CC(=O)Nc1ccc(S(=O)(=O)NCCC2CCCC2)cc1,train
O=C(CNC(=O)c1cccs1)Nc1ccc(O)cc1F,train
CCCc1nc(C)c(CNC(=O)C2CC(=O)N(C3CC3)C2)s1,train
O=C(Cn1cccn1)N1CCC(Cc2ccc(F)cc2)CC1,train
Cc1ccc(C(O)C2CC(=O)N(C(C)c3ccccc3)C2)cc1,train
Cc1cc(C(=O)NC(C)c2cnn(C)c2C)c2c(C)noc2n1,train
CC1CCCN(C(=O)Cc2csc(NC(=O)c3ccco3)n2)C1,train
O=C(Cc1csc(NC(=O)C2CC2)n1)Nc1cccnc1,train
Cc1occc1CN(C)C(=O)NCCc1cccs1,train
Cc1nn(Cc2cccc(C(F)(F)F)c2)c(=O)n1-c1ccccc1,train
Cc1ccc(NC(=O)c2cnc3c(c2)c(C)nn3C)c(C)c1,train
CCNC(=O)N1CCCCC1CNS(C)(=O)=O,train
Cc1ncc(S(C)(=O)=O)c(N(C)Cc2csc(C(C)C)n2)n1,train
O=C(CC1OC(=O)c2ccccc21)NCC(=O)NC1CC1,train
Cn1nnc2c(N3CC(C(=O)NCc4ccccc4)C3)ncnc21,train
Cc1ccc(NC(=O)CCCn2cncn2)cc1-n1nnnc1C,train
Cc1cccc(C)c1NC(=O)c1csc(Nc2ncccn2)n1,train
COc1ccc(NC(C)=O)cc1NC(=O)c1ccc(C)cc1C,train
COc1cc2c(cc1-c1cc(-c3ccco3)nc(N)c1C#N)OCCO2,train
CC(C)c1cccc2c1OCC(N1CCC(=O)CC1)C2O,train
CCn1cc(CCNC(=O)C2CC2)c2cccnc21,train
CCc1ccccc1OCC(=O)Nc1ccc(C(=O)NC)cc1,train
O=C1NCCN(Cc2cccc(F)c2F)C1CC(=O)N1CCCC1,train
Cc1ccccc1-n1ncc(C(=O)N(CC(N)=O)C(C)C)c1C,train
CNC(=O)c1ccc(NC(=O)CSc2ccc(F)cc2)cc1,train
N#CCCn1cc(C2NC(=O)c3ccccc3N2)c(-c2ccccc2)n1,train
COc1ccccc1OCc1ncc(C(N)=O)c(N)n1,train
COc1ccccc1NC(=O)N1CCNC(=O)C1C(C)C,train
CC(=O)N1CCc2cc(CNC(=O)c3ccccc3F)ccc21,train
CC(O)c1nc(-c2ccc(Br)cc2C(F)(F)F)no1,train
CCN(c1ccc(S(N)(=O)=O)cc1N)C(C)COC,train
CCCCCNC(=O)c1nc(NC(C)=O)ccc1Br,train
O=C(c1ccc[nH]c1=O)N(Cc1ccc(C(F)(F)F)cc1)C1CC1,train
COc1ccc(S(=O)(=O)Oc2ccccc2OC)cc1C,train
N#CCCN(CC1CC1)C(=O)c1ccnc(OC2CCC2)c1,train
CC(=O)c1cccc(OCC(=O)Nc2cc(C#N)ccc2Cl)c1,train
CN(C)c1cccc(CNC(=O)c2csc(-c3cnn(C)c3)n2)c1,train
CCS(=O)(=O)N1CCC(c2nccn2Cc2ccccn2)CC1,train
Cc1ccc(C)c(S(=O)(=O)NCCNC(=O)N(C)CC(F)F)c1,train
C=CCn1c(CCCO)nc2cc(OC(C)C)ccc21,train
O=C(NCc1ccccn1)C1COC(=O)N1Cc1ccc(F)cc1,train
Cn1c(C(=O)NCc2ccncc2)nc2ccccc2c1=O,train
COc1ccc(C)cc1S(=O)(=O)N=c1cccc(CO)[nH]1,train
Cc1cc(-n2c(C)nc3ccccc3c2=O)ccc1NS(C)(=O)=O,train
O=C(c1ccc(C(F)(F)F)nc1)N1CCCCCC1c1ccco1,train
CC1CCC(CCC(=O)NCc2csc(=O)[nH]2)O1,train
CNC(=O)C1(C)CN(C(=O)c2cc(=O)c3ccccc3o2)CCO1,train
Oc1ccc(C(O)CNc2cc(-c3ccccc3)nc3ccnn23)cc1,train
Cc1cc(C)c(C(=O)N2CCCC(OCc3cccnc3)C2)c(=O)[nH]1,train
CC(C)N(Cc1nnc(-c2ccccc2Cl)o1)C(=O)c1ccco1,train
COc1ccc(C(=O)CSc2nnc(-c3ccncc3)n2N)cc1,train
CC(C)C(=O)NCc1nn(C2CCCC2)c2c1CCCC2,train
Cc1ccc(CC(=O)Nc2nnc(-c3cccnc3)o2)c(C)c1,train
CCC1CN(C(=O)c2cnn(-c3cccc(Cl)c3)c2)CCO1,train
CCC(=O)NCC1CCN(C(=O)c2ccoc2)CC1,train
Cc1ccc(-c2cnc(CNCCc3ccccn3)s2)s1,train
CC(=O)N1CCC2(CC1)OC(=O)C(C)=C2C(=O)NC1CCCC1,train
NS(=O)(=O)CCNC(=O)c1cccc(C#CCO)c1,train
CCOc1cc(F)ccc1NC(=O)N(C)C(C)CC,train
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)NCc1ncc[nH]1,train
CCOC(=O)CN(C)C(=O)COc1ccc(Br)cc1C,train
CC(=O)N(CCC1(C(C)C)CCOC(C)(C)C1)Cc1ccco1,train
COc1cccc2[nH]cc(CC(=O)Nc3cncnc3-n3cccn3)c12,train
O=C(NCCN1CCOCC1)C1CCN(C(=O)C2CC2)CC1,train
CC(=O)N1CCC(Nc2cc(F)c(F)c(F)c2)CC1,train
Cc1ccc(C(C)NC(=O)c2ccc(O)c(Cl)c2)o1,train
CCc1ccc(C(O)COc2cccc(N)c2)cc1,train
CC(OC(=O)c1sccc1-n1cnnn1)c1ccccc1,train
CC1(C)Oc2ccc(NC(=O)c3cnn4cccnc34)cc2O1,train
CCc1noc(CC)c1CNC(=O)NCc1ccccc1C,train
Cc1ccc(F)c(NC(=O)CSc2nnnn2-c2ccccc2)c1,train
CC(C)C(=O)N1CCc2cc(CNC(=O)c3ccco3)ccc21,train
CC(C)N(Cc1cnn(C)c1)C(=O)c1cn(C)c2ccccc12,train
CC(C)(C)N1CC(NC(=O)NCc2cccnc2)CC1=O,train
Cc1cc(SCC(=O)Nc2sccc2C(N)=O)nc(C)n1,train
COC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(C)=O,train
CC(C)(C)OC(=O)NCCC(=O)NC1CCCCCC1,train
N#Cc1ccc(NC(=O)CCNC(=O)C2CCCC2)cc1,train
CCn1ncc2c(C(=O)NCC(C)O)cc(-c3ccccc3)nc21,train
Cc1cnn(CCC(=O)N2CCN(c3ncccc3C#N)CC2)c1,train
